title_id;title;release_id;distributor;genres;runtime_minutes;release_worldwide_gross;release_domestic_gross;release_foreign_gross;title_worldwide_gross;title_domestic_gross;title_foreign_gross;earliest_release_date;worldwide_opening_weekend;domestic_opening_weekend;n_theaters_opening;n_theaters_widest;release_date;days_in_release
tt5734576;the possession of hannah grace;rl3556869633;screen gems;horror,mystery,thriller;86;43016528;14837422;28179106;43016528;14837422;28179106;2018,11,28;6401744;6401744;2065;2298;2018,11,30;346
tt8185182;long days journey into night;rl3473507841;kino lorber;drama,mystery;138;42118413;521365;41597048;42118413;521365;41597048;2018,12,31;26746;26746;3;24;2019,04,12;213
tt4530422;overlord;rl2953020929;paramount pictures;action,adventure,horror,mystery,scifi,war;110;41657844;21704844;19953000;41657844;21704844;19953000;2018,11,7;10202108;10202108;2859;2859;2018,11,9;366
tt0083791;the dark crystal;rl3305473537;fathom events;adventure,family,fantasy;93;1036956;1036956;;41630431;41613957;16474;1982,12,17;548354;4657335;609;616;2018,02,25;310
tt6931414;the great battle;rl2718402049;well go usa entertainment;action,drama,history,war;136;41509280;472166;41037114;41509280;472166;41037114;2018,09,19;123983;123983;30;30;2018,09,21;102
tt4073790;the darkest minds;rl2785052161;twentieth century fox;action,adventure,drama,romance,scifi,thriller;104;41142379;12695691;28446688;41142379;12695691;28446688;2018,08,1;5842609;5842609;3127;3127;2018,08,3;151
tt1255919;holmes  watson;rl2130740737;sony pictures releasing;comedy,crime,mystery;90;40466970;30573626;9893344;40466970;30573626;9893344;2018,12,20;7411522;7411522;2776;2780;2018,12,25;321
tt5691024;show dogs;rl3125577217;global road entertainment;adventure,comedy,family;92;39156854;17857020;21299834;39156854;17857020;21299834;2018,05,10;6023972;6023972;3212;3212;2018,05,18;228
tt7095654;believer;rl2567210497;well go usa entertainment;action,crime;123;39047153;365639;38681514;39047153;365639;38681514;2018,05,22;146630;146630;32;32;2018,06,8;207
tt8290698;the spy gone north;rl1460110849;cj entertainment;drama;137;38844509;500803;38343706;38844509;500803;38343706;2018,08,8;43348;43348;2;31;2018,08,10;144
tt4669788;on the basis of sex;rl1359316481;focus features;biography,drama;120;38673750;24622687;14051063;38673750;24622687;14051063;2018,12,25;686355;686355;33;1957;;321
tt7962598;till the end of the world;rl2802157057;china lion film distribution;adventure,drama;117;37013733;118660;36895073;37013733;118660;36895073;2018,02,1;57713;57713;27;27;2018,02,2;333
tt4844148;mia and the white lion;rl1493796353;ledafilms entertainment group;adventure,drama,family;98;36412175;399471;36012704;36412175;399471;36012704;2018,12,26;192816;192816;312;312;2019,04,12;213
tt6910020;nothing to lose 2;rl2365883905;swen releasing;biography,drama;134;36075317;1016188;35059129;36075317;1016188;35059129;2018,03,29;679531;679531;69;69;2018,05,11;235
tt5177088;the girl in the spiders web;rl2986378753;sony pictures releasing;action,crime,drama,thriller;115;35164920;14841338;20323582;35164920;14841338;20323582;2018,10,25;7810112;7810112;2929;2929;2018,11,9;366
tt5580266;the hate u give;rl4026828289;twentieth century fox;crime,drama;133;34934009;29719483;5214526;34934009;29719483;5214526;2018,10,5;512035;512035;36;2375;;402
tt0108037;the sandlot;rl1745323521;fathom events;comedy,drama,family,sport;101;516130;516130;;34348443;32950136;1398307;1993,04,9;263582;4918712;410;438;2018,07,22;163
tt6449336;belle and sebastian friends for life;rl252282369;entertainment one;adventure,family;91;229983;105890;124093;33895230;105890;33789340;2015,03,25;38017;;38;38;2019,01,25;290
tt8097306;nobodys fool;rl3791816193;paramount pictures;comedy,drama,romance;110;33532593;31713110;1819483;33532593;31713110;1819483;2018,10,31;13743111;13743111;2468;2468;2018,11,2;373
tt5360952;the hurricane heist;rl1510114817;entertainment studios motion pictures;action,adventure,crime,thriller;103;32517248;6115825;26401423;32517248;6115825;26401423;2018,02,28;3024399;3024399;2402;2402;2018,03,9;298
tt6628394;bad times at the el royale;rl2449704449;twentieth century fox;crime,drama,mystery,thriller;141;31882724;17839115;14043609;31882724;17839115;14043609;2018,10,11;7132647;7132647;2808;2808;2018,10,12;394
tt1846589;hunter killer;rl3931670017;lionsgate;action,thriller;122;31672678;15767460;15905218;31672678;15767460;15905218;2018,10,19;6653777;6653777;2728;2728;2018,10,26;380
tt0859635;super troopers 2;rl436372993;twentieth century fox;comedy,crime,mystery;99;31626386;30617396;1008990;31626386;30617396;1008990;2018,04,19;15181624;15181624;2038;2125;2018,04,20;256
tt6843812;baaghi 2;rl3959784961;fip;action,thriller;137;31210089;1319579;29890510;31210089;1319579;29890510;2018,03,29;650722;650722;123;123;2018,03,30;277
tt1285009;the strangers prey at night;rl4236019201;aviron pictures;horror;85;31039126;24586708;6452418;31039126;24586708;6452418;2018,03,7;10402271;10402271;2464;2464;2018,03,9;298
tt0096283;my neighbor totoro;rl3406202369;fathom events;animation,family,fantasy;86;27083857;1144649;25939208;30476708;2250213;28226495;2002,08,28;539245;;718;718;2018,09,30;93
tt0445922;across the universe;rl1510376961;fathom events;drama,fantasy,history,music,musical,romance;133;258618;258618;;29625761;24602291;5023470;2007,09,14;118217;667784;439;439;2018,07,29;156
tt7775622;free solo;rl2164753921;national geographic entertainment;adventure,documentary,sport;100;29318861;17541090;11777771;29318861;17541090;11777771;2018,09,28;294288;294288;4;483;2018,09,28;409
tt0403703;yugioh the movie  pyramid of light;rl2818999809;fathom events;action,adventure,animation,family,fantasy,thriller;100;121688;121688;;28693920;19887556;8806364;2004,08,13;68833;9485494;556;576;2018,03,11;296
tt7233726;default;rl1661371905;cj entertainment;drama;114;27709716;203775;27505941;27709716;203775;27505941;2018,11,28;50011;50011;19;23;2018,11,30;345
tt7914416;one cut of the dead;rl1225491969;variance films;comedy,horror;96;27590180;52406;27537774;27590180;52406;27537774;2018,06,23;6360;6360;2;7;2019,09,13;59
tt6900448;mirai;rl1627817473;gkids;adventure,animation,drama,family,fantasy;98;27526961;812794;26714167;27526961;812794;26714167;2018,07,20;63325;63325;69;780;2018,11,29;347
tt1308728;the happytime murders;rl2432927233;stx entertainment;action,comedy,crime,mystery,thriller;91;27506452;20706452;6800000;27506452;20706452;6800000;2018,08,23;9532425;9532425;3256;3256;2018,08,24;130
tt4799066;midnight sun;rl1459717633;global road entertainment;drama,romance;91;27365467;9561064;17804403;27365467;9561064;17804403;2018,03,22;4003993;4003993;2173;2173;2018,03,23;284
tt7218518;padman;rl1862632961;sony pictures releasing;comedy,drama;140;27258765;1670192;25588573;27258765;1670192;25588573;2018,02,8;740313;740313;152;152;2018,02,9;326
tt0032138;the wizard of oz;rl3624306177;warner bros;adventure,family,fantasy,musical;102;351839;351839;;26120538;24790250;1330288;1939,08,25;;;;;2018,02,18;631
tt4537896;white boy rick;rl2013300225;studio 8;crime,drama;111;25957482;24011188;1946294;25957482;24011188;1946294;2018,09,14;8860431;8860431;2504;2504;2018,09,14;112
tt6985200;keys to the heart;rl2735048193;cj entertainment;comedy,drama,family;120;25375866;75134;25300732;25375866;75134;25300732;2018,01,17;9851;9851;2;2;2018,01,26;340
tt3385524;stan  ollie;rl3523708417;sony pictures classics;biography,comedy,drama,history;98;24420923;5470235;18950688;24420923;5470235;18950688;2018,12,28;78104;78104;5;754;;318
tt7022500;the accidental detective 2 in action;rl1057457665;cj entertainment;comedy,crime,thriller;116;24243825;179045;24064780;24243825;179045;24064780;2018,06,13;47367;47367;11;11;2018,06,22;193
tt8108230;pokemon the movie the power of us;rl1829144065;fathom events;action,adventure,animation,family,fantasy;100;23740788;789170;22951618;23740788;789170;22951618;2018,07,13;255299;255299;989;999;2018,11,24;351
tt7388562;paul apostle of christ;rl1275233793;sony  affirm films;adventure,biography,drama,history;108;23039243;17560475;5478768;23039243;17560475;5478768;2018,03,22;5172585;5172585;1473;1473;2018,03,23;284
tt5935704;padmaavat;rl1191544321;viva pictures distribution;drama,history,romance,war;164;22991060;11846060;11145000;22991060;11846060;11145000;2018,01,25;4493384;4493384;326;354;2018,01,25;341
tt0108002;rudy;rl2399569409;fathom events;biography,drama,sport;114;131200;131200;;22881563;22881563;;1993,10,15;85349;881191;656;656;2018,08,28;126
tt7681902;wont you be my neighbor;rl688227841;focus features;biography,documentary;94;22842400;22835787;6613;22842400;22835787;6613;2018,06,8;475419;475419;29;893;;207
tt9490414;mojin the worm valley;rl1191609857;well go usa entertainment;action,adventure,fantasy;110;22381583;101516;22280067;22381583;101516;22280067;2018,12,29;50583;50583;17;17;2019,01,4;311
tt7336572;big brother;rl1208452609;well go usa entertainment;action,comedy,drama;101;22090304;85624;22004680;22090304;85624;22004680;2018,08,16;41225;41225;25;25;2018,08,31;123
tt7262882;master z ip man legacy;rl2450097665;well go usa entertainment;action,crime;107;21832649;209454;21623195;21832649;209454;21623195;2018,12,20;92663;92663;61;61;2019,04,12;213
tt6421110;proud mary;rl2113963521;screen gems;action,crime,drama,thriller;89;21753365;20877013;876352;21753365;20877013;876352;2018,01,10;9959053;9959053;2125;2125;2018,01,12;354
tt0080749;the fog;rl3641148929;rialto pictures;horror,thriller;89;70421;70421;;21448782;21448782;;1980,02,1;39565;;43;43;2018,10,26;380
tt4504044;the prodigy;rl789022209;orion pictures;horror,thriller;92;21150265;14856291;6293974;21150265;14856291;6293974;2018,02,15;5853061;5853061;2530;2530;2019,02,8;276
tt8119752;gonjiam haunted asylum;rl788825601;well go usa entertainment;horror;95;21041950;115252;20926698;21041950;115252;20926698;2018,03,28;19017;19017;2;7;2018,04,13;263
tt7745068;my hero academia two heroes;rl4027024897;funimation entertainment;action,adventure,animation,comedy,fantasy,scifi;96;21022724;5754556;15268168;21022724;5754556;15268168;2018,08,3;1388499;1388499;508;535;2018,09,25;98
tt7690670;superfly;rl1124435457;sony pictures releasing;action,crime,thriller;116;20780685;20545116;235569;20780685;20545116;235569;2018,06,13;6870740;6870740;2220;2220;2018,06,13;202
tt7125860;if beale street could talk;rl1393001985;annapurna pictures;drama,romance;119;20572691;14915773;5656918;20572691;14915773;5656918;2018,02,8;224476;224476;4;1018;;332
tt6543652;cold war;rl3355739649;amazon studios;drama,history,music,romance;89;20272780;4580048;15692732;20511145;4580048;15931097;2008,12,21;54353;;3;270;2018,12,21;325
tt7905466;they shall not grow old;rl184976897;warner bros;documentary,history,war;99;19130011;17956913;1173098;20446541;17956913;2489628;2018,10,12;;;;1335;2018,12,17;329
tt9151704;burn the stage the movie;rl101090817;trafalgar releasing;documentary,music;84;20347513;4201819;16145694;20347513;4201819;16145694;2018,11,15;2420197;2420197;629;645;2018,11,15;360
tt8549902;oolong courtyard kungfu school;rl2986837505;china lion film distribution;comedy;103;19129015;37727;19091288;19129015;37727;19091288;2018,08,16;19065;19065;10;10;2018,08,24;130
tt7108976;detective k secret of the living dead;rl3070592513;well go usa entertainment;comedy,crime;120;18603476;104013;18499463;18603476;104013;18499463;2018,02,8;30288;30288;9;9;2018,02,16;319
tt9409854;airpocalypse;rl2416346625;china lion film distribution;action,adventure,comedy,fantasy;105;18491089;105678;18385411;18491089;105678;18385411;2018,12,21;35363;35363;21;21;2018,12,21;325
tt3750872;the wife;rl3825567233;sony pictures classics;drama;99;18205312;9601092;8604220;18205312;9601092;8604220;2018,08,2;108284;108284;4;541;2018,08,17;451
tt5688932;sorry to bother you;rl805602817;annapurna pictures;comedy,fantasy,scifi;112;18170707;17493096;677611;18170707;17493096;677611;2018,07,6;727266;727266;16;1050;;179
tt1999890;hell fest;rl50497025;lionsgate;horror;89;18159691;11107431;7052260;18159691;11107431;7052260;2018,09,27;5130963;5130963;2297;2297;2018,09,28;98
tt4964788;everybody knows;rl4144465409;focus features;crime,drama,mystery,thriller;133;17997350;2660165;15337185;17997350;2660165;15337185;2018,05,9;71207;71207;4;283;2019,02,8;276
tt5270948;chappaquiddick;rl1493337601;entertainment studios motion pictures;drama,history,thriller;106;17986671;17395520;591151;17986671;17395520;591151;2018,04,6;5765854;5765854;1560;1645;2018,04,6;270
tt2837574;the old man  the gun;rl1292142081;fox searchlight pictures;biography,comedy,crime,drama,romance;93;17860397;11277120;6583277;17860397;11277120;6583277;2018,09,28;142131;142131;5;1042;;409
tt6040662;the children act;rl3406071297;a24;drama;105;17696794;547750;17149044;17696794;547750;17149044;2018,08,1;76108;76108;23;73;2018,09,14;422
tt5208252;operation finale;rl3204810241;metrogoldwynmayer mgm;biography,drama,history,thriller,war;122;17612099;17612099;;17612099;17612099;;2018,08,29;6022758;6022758;1818;1818;2018,08,29;438
tt4682788;loving pablo;rl1761904129;universal pictures;action,biography,crime,drama;123;17535962;22017;17513945;17535962;22017;17513945;2018,03,9;16564;16564;15;15;2018,10,5;88
tt0085811;krull;rl2248574465;fathom events;action,adventure,scifi;116;397157;397157;;16916617;16916617;;1983,07,29;95010;5469415;507;638;2018,08,23;131
tt1226837;beautiful boy;rl1023706625;amazon studios;biography,drama;120;16540848;7649973;8890875;16540848;7649973;8890875;2018,10,12;218888;218888;4;776;;395
tt4103724;forever my girl;rl3271591425;roadside attractions;drama,music,romance;108;16376066;16376066;;16376066;16376066;;2018,01,19;4245630;4245630;1114;1427;2018,01,19;347
tt4761916;unfriended dark web;rl2432992769;bh tilt;horror,mystery,thriller;92;16024987;8866745;7158242;16024987;8866745;7158242;2018,07,19;3653035;3653035;1546;1547;2018,07,20;165
tt4538916;finding your feet;rl2047182337;roadside attractions;comedy,drama,music,romance;111;15845593;1418682;14426911;15845593;1418682;14426911;2018,02,22;60132;60132;14;277;2018,03,30;277
tt7046524;fengshui;rl4245128705;cj entertainment;history;133;15702302;64147;15638155;15702302;64147;15638155;2018,09,19;9644;9644;2;14;2018,09,21;415
tt5610554;tully;rl620987905;focus features;comedy,drama,mystery;95;15636462;9369755;6266707;15636462;9369755;6266707;2018,05,3;3282610;3282610;1353;1356;2018,05,4;242
tt6904272;the negotiation;rl4228351489;cj entertainment;action,crime,thriller;114;15229193;110986;15118207;15229193;110986;15118207;2018,01,25;14273;14273;2;13;2018,09,21;102
tt7689964;rbg;rl117736961;magnolia pictures;biography,documentary;98;14441292;14017361;423931;14441292;14017361;423931;2018,05,4;578470;578470;34;432;2018,05,4;242
tt6314766;tall tales from the magical garden of antoon krings;rl17401345;viva pictures distribution;adventure,animation,comedy,family;88;12353849;220;12353629;14394690;220;14394470;2017,12,13;;;;20;2019,01,11;304
tt6499752;upgrade;rl1174767105;bh tilt;action,horror,scifi,thriller;100;14377130;11977130;2400000;14377130;11977130;2400000;2018,05,31;4670905;4670905;1457;1458;2018,06,1;214
tt7014006;eighth grade;rl3255076353;a24;comedy,drama;93;14347433;13539709;807724;14347433;13539709;807724;2018,07,13;263797;263797;4;1084;;172
tt5970844;thugs of hindostan;rl335971841;yash raj films;action,adventure;164;14341431;1449848;12891583;14341431;1449848;12891583;2018,11,8;1185386;1185386;377;377;2018,11,8;367
tt7153766;unsane;rl3456271873;bleecker street media;drama,horror,mystery,thriller;98;14293601;7732899;6560702;14293601;7732899;6560702;2018,03,21;3762145;3762145;2023;2023;2018,03,23;284
tt5437928;colette;rl4110779905;bleecker street media;biography,drama,history;111;14273033;5137622;9135411;14273033;5137622;9135411;2018,09,21;161179;161179;4;593;2018,09,21;415
tt7948540;ya veremos;rl3842278913;pantelion;drama;85;14134723;4165949;9968774;14134723;4165949;9968774;2018,08,3;1803848;1803848;369;369;2018,08,31;123
tt0091369;labyrinth;rl2818868737;fathom events;adventure,family,fantasy,musical;101;993336;993336;;13900095;13723253;176842;1986,06,27;558857;3549243;576;685;;247
tt6523720;the quake;rl2718336513;magnolia pictures;action,drama,thriller;106;13747547;6235;13741312;13747547;6235;13741312;2018,08,31;3256;3256;7;7;2018,12,14;331
tt7664504;three identical strangers;rl1678018049;neon;biography,documentary,drama,history,mystery;96;13448497;12320845;1127652;13448497;12320845;1127652;2018,06,29;171503;171503;5;433;2018,06,29;186
tt5834262;hotel artemis;rl2583987713;global road entertainment;action,crime,drama,scifi,thriller;94;13313581;6708147;6605434;13313581;6708147;6605434;2018,06,7;3232790;3232790;2407;2407;2018,06,8;207
tt4971344;the sisters brothers;rl1376224769;annapurna pictures;comedy,crime,drama,western;122;13143056;3143056;10000000;13143056;3143056;10000000;2018,09,19;115575;115575;4;1141;;415
tt3289724;welcome to marwen;rl2264958465;universal pictures;biography,comedy,drama,fantasy,romance;116;13061491;10763520;2297971;13061491;10763520;2297971;2018,12,21;2354205;2354205;1911;1911;2018,12,21;325
tt7156436;take point;rl1225164289;cj entertainment;action;119;12908032;112386;12795646;12908032;112386;12795646;2018,12,26;21189;21189;2;25;2018,12,27;319
tt4410000;luis  the aliens;rl3171386881;viva pictures distribution;adventure,animation,comedy,family,scifi;86;12603041;169710;12433331;12603041;169710;12433331;2018,04,6;;;;20;2018,08,17;450
tt4595882;can you ever forgive me;rl50693633;fox searchlight pictures;biography,comedy,crime,drama;106;12442161;8803865;3638296;12442161;8803865;3638296;2018,10,19;161510;161510;5;555;2018,10,19;388
tt6927152;rampant;rl3305604609;well go usa entertainment;action,horror;121;12359573;167937;12191636;12359573;167937;12191636;2018,10,25;18326;18326;2;29;2018,10,26;380
tt6580564;102 not out;rl2080671233;sony pictures releasing;comedy,drama;102;12214889;1343797;10871092;12214889;1343797;10871092;2018,05,3;483681;483681;102;102;2018,05,4;242
tt7008872;boy erased;rl3154281985;focus features;biography,drama;115;11853081;6788692;5064389;11853081;6788692;5064389;2018,11,2;207057;207057;5;672;;374
tt9225192;unstoppable;rl218531329;well go usa entertainment;action,crime;116;11845347;101417;11743930;11845347;101417;11743930;2018,11,22;42133;42133;22;22;2018,11,30;345
tt9078374;last letter;rl319194625;china lion film distribution;drama,romance;114;11834622;180946;11653676;11834622;180946;11653676;2018,11,8;80485;80485;18;23;2018,11,9;366
tt7298400;ash is purest white;rl570852865;cohen media group;crime,drama,romance;136;11813509;422814;11390695;11813509;422814;11390695;2018,09,21;45150;45150;7;49;2019,03,15;241
tt5789976;king of thieves;rl2382857729;saban films;crime,drama;108;11338478;7518;11330960;11338478;7518;11330960;2018,09,14;3502;3502;11;11;2019,01,25;290
tt4823538;la boda de valentina;rl1980073473;pantelion;comedy,romance;107;11021794;2783739;8238055;11021794;2783739;8238055;2018,02,9;1147073;1147073;331;331;2018,02,9;326
tt6938828;at eternitys gate;rl2567407105;cbs films;biography,drama;111;11005713;2294915;8710798;11005713;2294915;8710798;2018,11,16;92856;92856;4;178;2018,11,16;360
tt3721964;gringo;rl3489760769;stx entertainment;action,comedy,crime,drama;111;11001627;4969853;6031774;11001627;4969853;6031774;2018,03,8;2722420;2722420;2404;2404;2018,03,9;298
tt5080556;20;rl1644594689;runtime;action,scifi;148;10847903;4152000;6695903;10847903;4152000;6695903;2018,11,29;2775000;2775000;314;314;2018,11,30;345
tt6485776;golden slumber;rl3909453313;cj entertainment;action,thriller;108;10733326;94450;10638876;10733326;94450;10638876;2018,02,14;;;;13;2018,02,16;319
tt7615302;red joan;rl3372844545;ifc films;biography,drama,history,romance;101;10647493;1579730;9067763;10647493;1579730;9067763;2018,11,1;38949;38949;4;195;2019,04,19;206
tt7026672;every day;rl1812301313;orion pictures;drama,fantasy,romance;97;10421847;6102076;4319771;10421847;6102076;4319771;2018,02,22;3016149;3016149;1667;1669;2018,02,23;312
tt7046974;swing kids;rl1409713665;well go usa entertainment;drama;133;10397408;222001;10175407;10397408;222001;10175407;2018,12,19;43952;43952;15;21;2018,12,21;325
tt8489090;lobster cop;rl1023903233;china lion film distribution;comedy,crime;94;10373129;85693;10287436;10373129;85693;10287436;2018,06,21;35015;35015;12;12;2018,06,22;193
tt6017942;kin;rl637896193;lionsgate;action,crime,drama,scifi,thriller;102;10313019;5718096;4594923;10313019;5718096;4594923;2018,08,29;3035618;3035618;2141;2141;2018,08,31;123
tt7870578;girls vs gangsters;rl4161111553;well go usa entertainment;comedy,drama;120;10265819;37115;10228704;10265819;37115;10228704;2018,03,2;15044;15044;4;4;2018,03,9;298
tt5427194;the miracle season;rl4228220417;mirrorld entertainment;drama,sport;101;10230620;10230620;;10230620;10230620;;2018,04,6;3950652;3950652;1707;1707;2018,04,6;270
tt7545524;ben is back;rl403146241;roadside attractions;drama;103;10134204;3703184;6431020;10134204;3703184;6431020;2018,12,6;80734;80734;4;598;2018,12,7;339
tt5961314;the princess and the matchmaker;rl33850881;cj entertainment;comedy,history,romance;110;9899017;78900;9820117;9899017;78900;9820117;2018,02,28;20142;20142;3;6;2018,03,9;298
tt7212726;simmba;rl2466678273;reliance big pictures;action,comedy,drama;158;9865268;5102129;4763139;9865268;5102129;4763139;2018,12,27;1758576;1758576;301;301;2018,12,28;318
tt5670152;traffik;rl235046401;lionsgate;action,crime,drama,thriller;96;9515914;9186156;329758;9515914;9186156;329758;2018,04,20;3941338;3941338;1046;1046;2018,04,20;256
tt5613484;mid90s;rl1845986817;a24;comedy,drama;85;9303022;7362439;1940583;9303022;7362439;1940583;2018,10,19;258157;258157;4;1206;;387
tt4154916;replicas;rl1258653185;entertainment studios motion pictures;drama,scifi,thriller;107;9206925;4046429;5160496;9206925;4046429;5160496;2018,10,25;2375325;2375325;2329;2329;2019,01,11;304
tt8367080;champion;rl3070526977;well go usa entertainment;drama,sport;108;8974547;97472;8877075;8974547;97472;8877075;2018,05,1;17095;17095;2;29;2018,05,11;235
tt5466186;7 days in entebbe;rl2298512897;focus features;action,drama,history,thriller;107;8771432;3326885;5444547;8771432;3326885;5444547;2018,03,15;1592645;1592645;838;838;2018,03,16;291
tt6915100;pope francis a man of his word;rl2332395009;focus features;biography,documentary;96;8608385;2008385;6600000;8608385;2008385;6600000;2018,05,18;507870;507870;346;385;2018,05,18;228
tt5709188;axl;rl1912899073;global road entertainment;action,adventure,family,scifi,thriller;98;8467697;6501381;1966316;8467697;6501381;1966316;2018,08,16;2798229;2798229;1710;1710;2018,08,24;130
tt1034415;suspiria;rl3238299137;amazon studios;fantasy,horror,mystery,thriller;152;7942093;2483472;5458621;7942093;2483472;5458621;2018,10,26;184037;184037;2;311;2018,10,26;380
tt6108178;disobedience;rl3959588353;bleecker street media;drama,romance;114;7870127;3498782;4371345;7870127;3498782;4371345;2018,04,27;237393;237393;5;247;2018,04,27;249
tt8170902;que leon;rl386500097;spanglish movies;comedy,romance;93;7807916;2607916;5200000;7807916;2607916;5200000;2018,11,29;291936;291936;34;86;2018,11,29;347
tt5989218;life itself;rl688162305;amazon studios;drama,romance;117;7790271;4102648;3687623;7790271;4102648;3687623;2018,09,21;2123463;2123463;2609;2609;2018,09,21;105
tt0052357;vertigo;rl4194731521;fathom events;mystery,romance,thriller;128;408560;394212;14348;7779797;7705225;74572;1958,05,9;252880;;628;662;2018,03,18;289
tt3892172;leave no trace;rl4060448257;bleecker street media;drama;109;7682928;6046104;1636824;7682928;6046104;1636824;2018,06,29;219140;219140;9;361;2018,06,29;186
tt7282468;burning;rl1644660225;well go usa entertainment;drama,mystery;148;7558651;718991;6839660;7558651;718991;6839660;2018,05,17;26130;26130;2;27;2018,10,26;381
tt4669264;beirut;rl3942811137;bleecker street media;drama,thriller;109;7509436;5019226;2490210;7509436;5019226;2490210;2018,04,11;1734497;1734497;755;755;2018,04,11;265
tt6652708;gods not dead a light in darkness;rl1325434369;pure flix entertainment;drama;105;7414178;5728940;1685238;7414178;5728940;1685238;2018,03,30;2689677;2689677;1693;1693;2018,03,30;277
tt7064498;return of the hero;rl2919728641;distrib films;comedy,history;90;7362730;37108;7325622;7362730;37108;7325622;2018,02,14;761;761;1;3;2018,08,30;438
tt7543930;in safe hands;rl3389556225;distrib films;drama;110;7079175;1737;7077438;7079175;1737;7077438;2018,12,5;348;348;1;1;2019,07,26;108
tt7365604;dog days;rl3137701377;ld entertainment;comedy,drama,romance;113;6819044;6809080;9964;6819044;6809080;9964;2018,08,8;2554766;2554766;2442;2442;2018,08,8;146
tt7431594;race 3;rl4177823233;yash raj films;action,thriller;160;6817391;1690861;5126530;6817391;1690861;5126530;2018,06,14;1690861;1690861;314;314;2018,06,15;200
tt4935462;amazing grace;rl1846117889;neon;documentary,music;89;6765141;4450456;2314685;6765141;4450456;2314685;2018,12,7;57353;57353;3;263;2018,12,7;339
tt8632862;fahrenheit 119;rl17270273;briarcliff entertainment;documentary;128;6674168;6352306;321862;6674168;6352306;321862;2018,09,21;3008563;3008563;1719;1719;2018,09,21;102
tt7690638;soorma;rl3607397889;sony pictures releasing;biography,drama,sport;131;6579645;390077;6189568;6579645;390077;6189568;2018,07,12;168354;168354;50;50;2018,07,13;172
tt1801552;gotti;rl3892610561;vertical entertainment;biography,crime,drama;112;6412349;4343227;2069122;6412349;4343227;2069122;2018,06,14;1719902;1719902;503;503;2018,06,15;200
tt7339792;unbroken path to redemption;rl4026893825;pure flix entertainment;biography,drama,history;98;6216897;6216897;;6216897;6216897;;2018,09,14;2238723;2238723;1620;1620;2018,09,14;422
tt5311542;never look away;rl738821633;sony pictures classics;drama,history,romance,thriller;189;5082656;1304042;3778614;6174896;1304042;4870854;2018,10,3;;;;122;2018,11,30;346
tt9497146;mobile suit gundam narrative;rl3087631873;fathom events;action,animation,scifi;88;6126259;259224;5867035;6126259;259224;5867035;2018,11,30;;;;449;2019,02,19;265
tt2766104;ploey;rl419988993;viva pictures distribution;adventure,animation,family;83;6063125;77815;5985310;6063125;77815;5985310;2018,02,2;;;;20;2019,04,26;199
tt0092067;castle in the sky;rl973702657;fathom events;adventure,animation,drama,family,fantasy,scifi;125;557541;523664;33877;6037660;523664;5513996;2003,01,15;197172;;645;648;2018,11,18;357
tt8564902;death of a nation;rl3506734593;quality flix;documentary,history;108;5885881;5885881;;5885881;5885881;;2018,08,3;2356522;2356522;1005;1005;2018,08,3;151
tt7860270;pandas;rl2114225665;warner bros;documentary;2520;5819601;5757906;61695;5819601;5757906;61695;2018,04,6;158915;158915;33;35;2018,04,6;270
tt0106364;batman mask of the phantasm;rl17204737;fathom events;action,adventure,animation,crime,drama,family,mystery,romance,scifi,thriller;76;17813;17813;;5635204;5635204;;1993,12,25;;1189975;;761;2018,11,12;363
tt7204348;el angel;rl1443333633;the orchard;biography,crime,drama;118;5603967;109608;5494359;5603967;109608;5494359;2018,08,9;23348;23348;2;11;2018,11,9;367
tt4003440;the house that jack built;rl1694926337;ifc films;crime,drama,horror;152;2286434;87993;2198441;5583444;258106;5325338;2018,01,3;34273;;32;32;2018,12,14;332
tt7137380;destroyer;rl1426556417;annapurna pictures;action,crime,drama,mystery,thriller;121;5580940;1533324;4047616;5580940;1533324;4047616;2018,12,25;55347;55347;3;235;2018,12,25;321
tt6494344;a wizards tale;rl3204941313;blue fox entertainment;adventure,animation,comedy,family,fantasy;97;5487261;2150;5485111;5487261;2150;5485111;2018,03,1;1593;1593;10;10;2018,09,14;109
tt4476736;hamlet;rl4094068225;fathom events;drama;217;4630718;235229;4395489;5298933;449807;4849126;2015,10,15;;;;480;2018,03,8;299
tt6495770;action point;rl2382398977;paramount pictures;comedy;85;5103663;5059608;44055;5103663;5059608;44055;2018,06,1;2390164;2390164;2032;2032;2018,06,1;214
tt6768578;dogman;rl3221849601;magnolia pictures;crime,drama,thriller;103;5080190;148225;4931965;5080190;148225;4931965;2018,05,17;13013;13013;3;12;2019,04,12;213
tt7242142;blindspotting;rl2600830465;lionsgate;comedy,crime,drama;95;4993164;4333394;659770;4993164;4333394;659770;2018,07,20;338999;338999;14;523;2018,07,20;165
tt5314190;sgt stubby an american hero;rl687900161;fun academy motion pictures;adventure,animation,family,history,war;84;4932694;4015935;916759;4932694;4015935;916759;2018,04,13;1164403;1164403;1633;1633;2018,04,13;577
tt6951892;samson;rl1174439425;pure flix entertainment;action,drama;110;4873825;4719928;153897;4873825;4719928;153897;2018,02,16;1942569;1942569;1249;1249;2018,02,16;319
tt3203528;bad samaritan;rl2768602625;electric entertainment;crime,horror,thriller;110;4623836;3435047;1188789;4623836;3435047;1188789;2018,04,19;1726868;1726868;2007;2007;2018,05,4;242
